PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,BAC_RESULT,BAC_RESULT VALUE,CELL_PHONE_USE,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,SEASON,SEX_R,SEASON_R,PERSON_TYPE_R,AIRBAG_DEPLOYED_R,INJURY_CLASSIFICATION_R,EJECTION_R
O1443281,DRIVER,750840010b238d5ae9f545bcf04a8c9c6c1dc11bec10efc038ce1c6e36f73fb57f6fd3637d1a4bc3b6481a459a01ca6a257b8d5a87178e7bd7b8b85a01544a7a,1371730.0,M,31.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-10-18 14:49:00,30,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",10/18/2022 02:55:00 PM,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14,3,10,41.756494207,-87.61390148,POINT (-87.613901479639 41.756494207175),POINT (1180545.101330576 1854678.1736669287),2022,Fall,1.0,4,1,3.0,0.0,0.0
O1316330,DRIVER,bf936a41871f2007e76b5d77b81992f33443214839b11cea67f97a1ab6f59e31e102092bf9c0886e7837459b3079d90643140a210c09bfb9082bebc8757863da,1250205.0,M,32.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-04-10 13:20:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",04/12/2022 06:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,1,4,41.941740345,-87.832736891,POINT (-87.832736890657 41.94174034483),POINT (1120442.7263124897 1921757.706830553),2022,Spring,1.0,2,1,2.0,0.0,0.0
O1275044,DRIVER,6e38bd6dcddda2d602ffbc6a1c536a8e74ebac110363eb0ec22d5377080272e08e107b9f7347eb5f74c95c7358593ce460fbd96fe07324647c45b0f67304a67d,1210520.0,M,47.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,OTHER,NORMAL,,,,TEST NOT OFFERED,,,,2022-02-03 21:20:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",02/03/2022 09:28:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,5,2,41.742460759,-87.571692219,POINT (-87.57169221931 41.742460758791),POINT (1192107.1302776572 1849663.6390949143),2022,Winter,1.0,1,1,3.0,0.0,0.0
P307824,PASSENGER,3bc7f0fd540fd0459bcef553cc13970109a7994c72d027e739617a6fe6abc896b74ee4d5a97a832f95f2e79679ab32a3bbd65058f0ea4bcaa6591a113412c0f9,1314534.0,M,26.0,"DEPLOYED, COMBINATION",NONE,"REPORTED, NOT EVIDENT",,,,,,,,,,,2022-07-22 01:00:00,40,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",07/22/2022 01:15:00 AM,DISREGARDING TRAFFIC SIGNALS,FOLLOWING TOO CLOSELY,,3,"REPORTED, NOT EVIDENT",6.0,0.0,0.0,0.0,6.0,1.0,0.0,1,6,7,41.896804972,-87.617027423,POINT (-87.617027423234 41.896804972416),POINT (1179265.8956318714 1905799.7364769068),2022,Summer,1.0,3,2,1.0,2.0,0.0
O1306039,DRIVER,33759ef4671927ae6283b4ba4af6b0e20dca0c49387d64fe75a408a6d5d882803d3a3781d709728b524d61bd6716abb38ad6163841e63b1a08893a9019f19e37,1240347.0,M,22.0,"DEPLOYED, COMBINATION",NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,FATIGUED/ASLEEP,,,,TEST NOT OFFERED,,,,2022-03-27 06:16:00,30,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/27/2022 06:16:00 AM,PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,1,3,41.913172333,-87.702104815,POINT (-87.702104815067 41.913172332606),POINT (1156059.3858339675 1911582.1044956397),2022,Spring,1.0,2,1,1.0,0.0,0.0
O1424022,DRIVER,8a98ef95ee7b0b15c6a4f6a78c6fc35c07a26acbe0bdf1bdf08c34601eacc93ea1edbba220343ba775d6fc68510c06c5a971723c22288155ee5a661aa1b6c0bb,1353324.0,F,27.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2022-09-20 16:45:00,25,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",09/20/2022 05:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16,3,9,41.917246451,-87.728863313,POINT (-87.728863312724 41.917246450915),POINT (1148765.696019502 1913014.249632655),2022,Fall,0.0,4,1,2.0,0.0,0.0
O1454398,DRIVER,a3b681de60e605ea0c8ca88934cc4c4d7c4f08cd811d39713276efe67409a627f15919b1a1f83a1f03f55fa5147486daf57bff36b74685bab2af64c60e8b14d7,1382257.0,M,60.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-11-03 10:15:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",11/03/2022 10:35:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,11,41.938273974,-87.781192151,POINT (-87.781192151214 41.938273974146),POINT (1134474.216065479 1920580.6646048503),2022,Fall,1.0,4,1,2.0,0.0,0.0
O1463134,DRIVER,0da5930679b5da6e7fb1e2871e7395823ee198347ae9e506967d781070842251ee6681394debb983ff212fbef6a59bbbfd151fbb20986d4b9253bb5ede93ab82,1390636.0,M,89.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,IMPROPER BACKING,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2022-11-16 12:40:00,20,SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,$500 OR LESS,11/16/2022 01:15:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,4,11,41.931483592,-87.741991871,POINT (-87.741991871441 41.931483591782),POINT (1145156.7680902616 1918177.3687821478),2022,Fall,1.0,4,1,3.0,0.0,0.0
O1478306,DRIVER,ca9c469f2d533a65687a5f0851a1722ce1b5f1e98f0ef7d276b5c848eff6c1d5c6f1793d28cf9fb725174f0e10ca08e5686e63277dc28cb092f9cab05374e101,1405171.0,M,29.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2022-12-10 17:46:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",12/10/2022 06:01:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,,2,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,3.0,0.0,17,7,12,41.771121021,-87.734821269,POINT (-87.734821268529 41.771121020915),POINT (1147515.215956697 1859755.3364834164),2022,Winter,1.0,1,1,5.0,0.0,0.0
O1350085,DRIVER,e1b46585a5ebd89e48ff33440fd8918121c4ced7b082670f86dd56cdfe40a3a46bbf3e1532e1472799b4cb0a202539587b643f1bbee4f78bf03370675aa2a62a,1282721.0,M,22.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2022-06-02 18:40:00,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",06/02/2022 06:40:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,5,6,41.946280811,-87.655603128,POINT (-87.655603128083 41.94628081101),POINT (1168621.0299601026 1923743.487692334),2022,Summer,1.0,3,1,3.0,0.0,0.0
O1333761,DRIVER,1edc075e9948ecc46c419e85fd79293c815db2a374f019948df9f115350b87ea99c3f2f4699a363d741de236053458fe8b11f86ce4ab9dea38864d9512974adb,1267028.0,F,82.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-05-09 17:30:00,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",05/09/2022 06:17:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,2,5,41.725372054,-87.619220788,POINT (-87.6192207876 41.725372054242),POINT (1179187.840715984 1843325.461437189),2022,Spring,0.0,2,1,5.0,0.0,0.0
O1277430,DRIVER,2053805a0cf39b5e0b375453769c7438d1d948987bb65981baf18690c3b5a6668b82a9312e175a8f7bbdcc076fce13d837aefd3363dbec2cd34cd70db8e50061,1212828.0,M,46.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-02-07 15:45:00,35,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,02/07/2022 03:46:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15,2,2,41.787039075,-87.637812728,POINT (-87.6378127282 41.787039074742),POINT (1173930.9306112917 1865754.8378228599),2022,Winter,1.0,1,1,2.0,0.0,0.0
O1372465,DRIVER,438822ad81a0d9c4651f3b4a054f7312898944bce72dc7167d489cd01d45f2eca97235caf208be11eec4304a4edd6d22fc2a3eb32c3d98576aaebc6e7b6f10cf,1304121.0,F,68.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-07-05 08:45:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",07/05/2022 09:00:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,3,7,41.945729482,-87.776354108,POINT (-87.776354108318 41.945729481724),POINT (1135772.881950235 1923305.981580785),2022,Summer,0.0,3,1,2.0,0.0,0.0
O1340158,DRIVER,c22e55b7a2e463f9fdd559b4bcfad2b298b7f83398b5c08f0c2f5f53321a20cef532f99a2a527e4a6b3b9528632a8d2ecb205a9bd460634d5952cb6b93ac8218,1273188.0,M,38.0,"DEPLOYED, COMBINATION",NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-05-16 18:30:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",05/18/2022 06:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,2,5,41.857516366,-87.63878341,POINT (-87.638783409634 41.857516365972),POINT (1173458.6034722049 1891434.3071343089),2022,Spring,1.0,2,1,1.0,0.0,0.0
O1410734,DRIVER,272b49579b6df55b0cc365b23211c92008838b7cc82b67dad6cd0643e79ee63d10439b3cb4e85e8c8b3a78e119b6df187ef8e255787fb23bf85c968fc54bd4c7,1340591.0,F,61.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2022-09-01 12:45:00,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",09/01/2022 04:00:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,5,9,41.940098545,-87.648695168,POINT (-87.648695168474 41.940098545216),POINT (1170518.2879664681 1921505.5864485228),2022,Fall,0.0,4,1,3.0,0.0,0.0
P286274,PASSENGER,42849608462e2bdcc9eaca615ba5438d60fd57dc2f0060c9d65438624943f52cf57aba6de102440f849abbaa7fc7edba7eca1e297874166e4357b1b726ede9a3,1220138.0,M,13.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,Y,2022-02-19 19:06:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",02/19/2022 07:33:00 PM,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,5.0,0.0,19,7,2,41.924952164,-87.693815716,POINT (-87.693815715592 41.924952163739),POINT (1158283.5335244753 1915891.4021831248),2022,Winter,1.0,1,2,3.0,0.0,0.0
P322723,PASSENGER,d501f1a3c3ad3b0f9285e6a4bae5b572dc6c1393959cbf2b42ced13c99331312fc7da79a6029cbd050310e1fc62394e995a3478a9f6b1a2f1b7f47eea853d7b6,1382850.0,M,7.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2022-11-04 08:06:00,20,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",11/04/2022 08:16:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8,6,11,41.972257247,-87.841181689,POINT (-87.841181689137 41.972257246775),POINT (1118081.3563166894 1932864.8394981038),2022,Fall,1.0,4,2,3.0,0.0,0.0
P311528,PASSENGER,289a170895633391399a44dd1234c01f59cb19f943a9e2321f0485af31abd9b64b956945d4e171ee4656457d6539499dc70dbbab08cb58c671b6df0b1d891ad2,1331997.0,F,8.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,,,,,,,,,,,2022-08-19 10:05:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,08/19/2022 10:05:00 AM,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),FAILING TO REDUCE SPEED TO AVOID CRASH,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,3.0,0.0,10,6,8,41.865715039,-87.764182613,POINT (-87.764182613481 41.865715039264),POINT (1139277.5319887912 1894170.486926756),2022,Summer,0.0,3,2,2.0,1.0,0.0
O1449626,DRIVER,1b7748ae49f8c5563569834c96b3d8cc3c62fc1fb3aed4a830e60d8fbfc6580d4f98c91123155490439ef57180854fd65d87735a40a0b64b874197a696159b17,1377756.0,F,55.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-10-27 13:30:00,25,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",10/27/2022 01:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,5,10,41.78595758,-87.69128998,POINT (-87.691289979945 41.785957580136),POINT (1159349.596248584 1865247.3058274293),2022,Fall,0.0,4,1,3.0,0.0,0.0
P290823,PASSENGER,0c6ce6f6d9cec75bde15c0c792b6870649983feaf59d84034077d6107ad3af60236caa36fbc345b6d2e7981e65cf1c4b165ded926b35251b2ab358489c3d225a,1241157.0,M,32.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2022-03-28 14:10:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/28/2022 02:40:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14,2,3,41.884023513,-87.649908394,POINT (-87.649908394118 41.884023512683),POINT (1170351.0260351214 1901069.1511682766),2022,Spring,1.0,2,2,2.0,0.0,0.0
O1359518,DRIVER,a10a344140d0f361d5d0aa7c01d4ed42c578d29edeb126a2d197b671807f54989ca7bd75bf60531358073b28cd439b3fd3c58f62fc7ff46607672f2d94906bb9,1291762.0,M,52.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2022-06-16 13:40:00,15,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",06/16/2022 02:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13,5,6,41.936895702,-87.648030093,POINT (-87.648030092642 41.936895701928),POINT (1170708.5651010356 1920339.9074540907),2022,Summer,1.0,3,1,2.0,0.0,0.0
O1299013,DRIVER,67474a4360060257675edab8a0389b87d7d4a137608b43737288a317df531b72e0ff78e6d24f1e08d0f72a2d726b45cd6dd01fd07b0aae9eb02a3664ebb06b2f,1233613.0,M,51.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-03-16 08:30:00,35,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",03/16/2022 09:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,4,3,41.951080528,-87.715122723,POINT (-87.715122722684 41.951080528312),POINT (1152416.5178740774 1925370.1110963407),2022,Spring,1.0,2,1,3.0,0.0,0.0
P306267,PASSENGER,6d6ab978854c3b0e6fcf1f91af8fb849fa16c407ea0b062665c6840108a744a89aba2f6c421cabb2c54223b7e400fdf8526b85430ce2a47f96a2e184cbd50245,1307816.0,M,34.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2022-07-10 13:15:00,30,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",07/11/2022 03:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,1,7,41.794638826,-87.632267045,POINT (-87.632267045463 41.794638826304),POINT (1175420.7637216554 1868536.4221328313),2022,Summer,1.0,3,2,3.0,0.0,0.0
O1459408,DRIVER,278a8af7f88ff31fecbc897f528b97640fb0ffb7ccae999b6f5e397df299be563cc60a4250a5e5f088db7e8e8fca3010642264c424508cb252b41c5a5f50741e,1387011.0,M,40.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2022-11-10 18:10:00,25,UNKNOWN,UNKNOWN,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",11/10/2022 07:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18,5,11,41.910927918,-87.794995386,POINT (-87.79499538644 41.910927918485),POINT (1130781.2382561113 1910591.8548888636),2022,Fall,1.0,4,1,3.0,0.0,0.0
P300151,PASSENGER,13b236070d0f13b3480d1b3f98639865368152ae8bc6c4b28e4fbe02bfcb43e7d627674354c2357773fa8f2da028359fa615172753bcd7edefc68a01da400233,1282803.0,F,16.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2022-06-02 17:30:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",06/02/2022 06:18:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17,5,6,41.968005707,-87.758346968,POINT (-87.758346967556 41.96800570734),POINT (1140617.1695335251 1931455.8532729165),2022,Summer,0.0,3,2,2.0,0.0,0.0
O1465837,DRIVER,f3e41c3b6e3688106fb9f2caab2bd1f43d13b34dd668b2d7d1f8dd8840d3233ed7d336dcc92ba2ca912095be91b87ff5b7d165b8b43845e5a089b384ef705584,1393276.0,F,51.0,DID NOT DEPLOY,UNKNOWN,NO INDICATION OF INJURY,IMPROPER PASSING,NOT OBSCURED,UNKNOWN,,,,TEST NOT OFFERED,,,,2022-11-20 06:50:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",11/20/2022 07:10:00 AM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1,11,41.852828458,-87.715179584,POINT (-87.715179584286 41.852828458488),POINT (1152659.0354665895 1889566.9542822302),2022,Fall,0.0,4,1,2.0,0.0,0.0
O1480351,DRIVER,1391fe548e362078570ed7edc1ab99a4e52fad02c43e5d8f86cd4b2b3e6117dda912665654f14e9abeea101bad46ee4929bb9068411ae1d6a9780bc274552f23,1407155.0,M,21.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2022-12-14 03:20:00,30,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",12/14/2022 03:23:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,WEATHER,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,4,12,41.822954294,-87.685012986,POINT (-87.685012986006 41.822954294114),POINT (1160959.791103887 1878741.5325180446),2022,Winter,1.0,1,1,2.0,0.0,0.0
