PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,ADDRESS
P186166,PASSENGER,d6c4d6c8208229c710a4f4ba6bf5a9b9e9526e9fb69302c0635af7b261fb32b7917fac0f1455d5962f99fd2d8a56c13953ae5198a28d6b3ba9636f787a49f9f4,772707.0,F,26.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2020-01-01 01:35:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,SNOW OR SLUSH,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/01/2020 01:35:00 AM,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,,3,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1,4,1,41.898544565,-87.74846193,POINT (-87.748461930424 41.898544565139),POINT (1143478.0816420515 1906162.2952963903),2020,4901 W AUGUSTA BLVD
O909371,DRIVER,7ac35cc535a8f84f56da3caf61c85a49a25937a8a97d1fa36f29bc40aa366d28e509775e38d2cc3a46866d3181e3dd76441c8863670b232ff24ea9db0da1be34,862160.0,M,58.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-06-30 17:00:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/30/2020 05:19:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,PHYSICAL CONDITION OF DRIVER,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,3,6,41.691485472,-87.713030089,POINT (-87.713030088589 41.691485471622),POINT (1153668.6793710224 1830779.1226692505),2020,3660 W 111TH ST
O1012268,DRIVER,330952236cdc48fcb647b3ebad4fa54c2fd41244038f4a3e16205e9f2492373112d0e34b04e76189671bc30bcb7f32444927f14539a0edc187a4916a2a44c517,959396.0,F,22.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,,2020-12-21 12:00:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",12/21/2020 12:10:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,2,12,41.924283504,-87.751351964,POINT (-87.751351963724 41.92428350376),POINT (1142627.64202172 1915536.2201582226),2020,5000 W FULLERTON AVE
O1007610,DRIVER,f45cd0370dc99639a27b42adebc3854bca96e8461db7be390c3f1f88a3ba0255d0053a874124505eca31cdc60a7c392d730d44c47caf6765d90de338fcce15bf,954937.0,F,63.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,,2020-12-11 22:05:00,30,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,12/11/2020 10:10:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,6,12,41.989788489,-87.748373844,POINT (-87.748373844489 41.989788488824),POINT (1143275.1577930662 1939411.9567382226),2020,4801 W PETERSON AVE
O958803,DRIVER,fbce3eea10f4143b21c41aee84a4da9ef7aab1e1af21b62dc50e52422ed1c736e6695d863cb5d375cdeba866b61fbbf05f6f9df4b648abf2a48af978e6134865,908725.0,M,21.0,"DEPLOYED, FRONT",UNKNOWN,NO INDICATION OF INJURY,DISREGARDED CONTROL DEVICES,NOT OBSCURED,NORMAL,,,,,2020-09-15 19:16:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/15/2020 08:20:00 PM,DISREGARDING STOP SIGN,FAILING TO REDUCE SPEED TO AVOID CRASH,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,3,9,41.741358598,-87.709124542,POINT (-87.709124541852 41.741358597801),POINT (1154603.6213612638 1848960.0110773435),2020,3453 W 83RD PL
O975294,DRIVER,8ce6c7a0a4fd0a418aca282d54d8f722e182f284fbe8709b02e24705ddc83010d44d7975827ab93df42cc9c2f0af871b97211c6b5461a4a6bb8a6c87b8577d1d,924231.0,F,37.0,DID NOT DEPLOY,NONE,INCAPACITATING INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-10-01 16:00:00,30,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",10/12/2020 11:32:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16,5,10,41.758715467,-87.586280965,POINT (-87.586280964844 41.758715466706),POINT (1188074.3060017026 1855551.8153076551),2020,7500 S STONY ISLAND AVE
P229097,PASSENGER,0421b44f37e26ff4cd11d47260084af84bda2fee578312006b0b5e374e50f1344f91169131e3459c2ea38dc0697c3b1912a7b098e1eb86683a058f1e45fa9132,958882.0,F,32.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2020-12-20 05:10:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",12/20/2020 05:10:00 AM,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),IMPROPER LANE USAGE,,2,INCAPACITATING INJURY,2.0,0.0,2.0,0.0,0.0,3.0,0.0,5,1,12,41.758659815,-87.635569455,POINT (-87.635569455401 41.758659815155),POINT (1174626.6160799833 1855418.6068955194),2020,7441 S EGGLESTON AVE
O979561,DRIVER,b5625f2188f9d6142e91df1948a8206fbc2f2c8ebd11c34ddaa968c8772c0f8e3d8c1ed90e96d04662985abd9a497eade821d1674f636e5ac336dc03ea16184c,928270.0,F,49.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2020-10-19 15:53:00,30,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",10/19/2020 03:53:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15,2,10,41.810138153,-87.664867266,POINT (-87.664867266043 41.810138152519),POINT (1166487.1781710102 1874113.4732490128),2020,4609 S ASHLAND AVE
O952907,DRIVER,31e1705f2119a5f87da6e8b778f19995caed0088ec899183d13412f8fa39087709312fce8c407b816fd4d5ebe5cd04c0d5c2b90a16e4066ac38ffc7dea819a4c,903200.0,F,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,,2020-09-05 22:15:00,35,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",09/05/2020 10:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,7,9,41.75715636,-87.558408913,POINT (-87.55840891305 41.757156359802),POINT (1195684.0320726216 1855050.9600284665),2020,7600 S EXCHANGE AVE
O920912,DRIVER,7cf0415782e00fcbd3518cc34095a3c4462ad862b37fff3266291f94fd2f1297d3a1c9fcb1575c9537289fd616a24742f5169937c2b814173ae8b11893cc02d7,873061.0,M,53.0,"DEPLOYED, COMBINATION",NONE,NO INDICATION OF INJURY,IMPROPER TURN,NOT OBSCURED,NORMAL,,,,,2020-07-18 12:30:00,30,CLEAR,DAYLIGHT,TURNING,ONE-WAY,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",07/18/2020 01:20:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER TURNING/NO SIGNAL,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,0.0,12,7,7,41.868018394,-87.71943506,POINT (-87.719435060263 41.86801839379),POINT (1151460.0958697353 1895093.8078454863),2020,1101 S INDEPENDENCE BLVD
P221657,PASSENGER,2caa45be812e648096b6fa95f47e56d99e5c5bf09dd758e909be5045a37e83232981754b2d6bf1768198bb1dd0ef31b36af1e21e27036bafd9dc6aa1b8d474a7,923362.0,M,,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2020-10-10 15:05:00,30,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,PARKING LOT,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",10/10/2020 04:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15,7,10,41.931687731,-87.743094491,POINT (-87.743094491353 41.931687731297),POINT (1144856.226806702 1918249.6901490302),2020,4628 W DIVERSEY AVE
O907159,DRIVER,b307c67bdb36c75a4e928350e85a93ca2d2c37b02fae1ae7f208a37a0b5e969f9228ff896c24a9da19fafb774a15df420d736485c8e0a9b9e92d6eeef0efbbaa,860115.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2020-06-26 23:00:00,30,UNKNOWN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",06/26/2020 11:07:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23,6,6,41.779738921,-87.638653337,POINT (-87.638653337232 41.779738920771),POINT (1173723.1716585024 1863092.8588138171),2020,531 W 63RD ST
P190372,PASSENGER,3548a2d8e867a0746e90a13d0c3501f8ad670d732f70758b54d81f97940c788aedbbf1d80c18ccd02a36d049c426cb8e789d8f24b9af81f1cd4d098286cd72d8,790533.0,F,36.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,2020-01-31 13:53:00,30,CLOUDY/OVERCAST,DAYLIGHT,HEAD ON,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/31/2020 01:54:00 PM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,,2,NONINCAPACITATING INJURY,5.0,0.0,0.0,1.0,4.0,2.0,0.0,13,6,1,41.891134355,-87.662591452,POINT (-87.662591452126 41.891134354832),POINT (1166877.0756382016 1903633.0885372928),2020,1406 W GRAND AVE
O959540,DRIVER,cf29181610990474e78a32ca78fe144f2d04b16cd3fa6467848d4d5a16d31bdd488db5d9b076562251f5175c51ba35a9989c32cef1ff0b9519d7e092e3024ade,909430.0,X,,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2020-09-17 04:50:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",09/17/2020 05:40:00 AM,NOT APPLICABLE,NOT APPLICABLE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,4,5,9,41.785888494,-87.723106591,POINT (-87.72310659145 41.785888494434),POINT (1150672.634283021 1865158.942486417),2020,5900 S PULASKI RD
P229712,PASSENGER,685450c79ee344186eeecbb15a06238230f314331c299451a3b9d029d9af30231752ffcef9a0f4976fc6cabef2dea79e2d8595748af54e1f11f83142e7a955a8,961734.0,M,31.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2020-12-26 00:45:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",12/26/2020 01:40:00 AM,DISREGARDING STOP SIGN,DISREGARDING STOP SIGN,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,7,12,41.758228392,-87.620071464,POINT (-87.620071463936 41.758228391668),POINT (1178856.3879049537 1855296.0780861636),2020,7500 S INDIANA AVE
O983308,DRIVER,157089eb9e7ca7f0ee7c08d9262db6399be833c113b8d5558468375fffb7f0cd356304f4c0f98bc507e68423d683f0e26e19d8c28b8ae52814e65454481bbfae,931836.0,X,,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,Y,2020-10-25 23:00:00,35,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",10/26/2020 12:05:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23,1,10,41.888376317,-87.715033127,POINT (-87.715033127279 41.888376317042),POINT (1152605.6317921688 1902520.8078471287),2020,400 N DRAKE AVE
O899935,DRIVER,b2cc086e23814d87259c351535879868777f48b1331740579a96ff24f4757c09d0792b2bca614eefc4c2ee06905110728eefcb1e04daf79b8eedeb30a9fac0ba,853329.0,M,23.0,"DEPLOYED, COMBINATION",NONE,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN,ILLNESS/FAINTED,,,,,2020-06-14 22:56:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/14/2020 10:56:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,3,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22,1,6,41.899128824,-87.765694373,POINT (-87.76569437333 41.899128824453),POINT (1138785.2162910705 1906343.687444916),2020,1020 N CENTRAL AVE
O1011226,DRIVER,32173cdc6b91188fdc954c49bad6a5cfc6db78f26b5639dc5894ce43549b6ece8b78bf054574118cde3ae322cfbd9d512f9e4243b365486f8854cf2d47a5a8a8,958396.0,X,,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2020-12-18 13:30:00,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",12/18/2020 02:00:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13,6,12,41.865945557,-87.733297045,POINT (-87.733297044523 41.865945556694),POINT (1147689.7120515287 1894311.7748376445),2020,4317 W ROOSEVELT RD
O922642,DRIVER,861bb10d0046f5f4b0c9c4bba2e39e048d4b59005cf8ecfb672c1edf9a3b38f36ec6ecfde5f6afe30560e3ac00afdc615c9d6ddd8fac81d71dae8c5bc92ed889,874707.0,F,,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,TOO FAST FOR CONDITIONS,UNKNOWN,UNKNOWN,,,,,2020-07-21 14:03:00,30,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",07/21/2020 02:03:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,3,7,41.73097609,-87.614532285,POINT (-87.614532284914 41.730976089979),POINT (1180450.6595079678 1845378.1674459032),2020,9000 S DR MARTIN LUTHER KING JR DR
O1005629,DRIVER,956908e23fa0d17dd927eba52d10d5214345b020344e47cdf6d279bb5fdb89d419f3a5e1d832a49ba1da41f722c9a39f5c4e7ab9a2dccadfb32713810c30c0a1,953041.0,F,50.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,UNKNOWN,NORMAL,,,,,2020-12-06 22:45:00,15,CLEAR,DARKNESS,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",12/08/2020 02:00:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,1,12,41.725354477,-87.6191539,POINT (-87.619153899833 41.725354476976),POINT (1179206.1529309049 1843319.207943297),2020,199 E 93RD ST
O884153,DRIVER,e55b63af136928196f465988d7df1d3a49696dfdfa966a7a3651a9f7bf3ffb882d3121658df22efd8777725ff42d79fe360832950d5c46755796d7dbb9545477,838768.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,UNKNOWN,,,,,2020-05-15 15:45:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",05/15/2020 04:38:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,6,5,41.857452746,-87.661688331,POINT (-87.661688331064 41.857452746396),POINT (1167219.0163574493 1891361.4813599125),2020,1810 S BLUE ISLAND AVE
O944507,DRIVER,f51288899f118a8a11458149089ef4cf2855cb2e973175878bb1643bd9d0fe6a3d7ee40f16417a6b3abb3f63bd86c1b43b0ee54e3f3d0c3a4664d1f109188729,895310.0,F,37.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,,2020-08-23 21:25:00,30,CLEAR,DUSK,PARKED MOTOR VEHICLE,ONE-WAY,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",08/23/2020 09:25:00 PM,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,9,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,1,8,41.931968379,-87.721396156,POINT (-87.721396155565 41.931968379265),POINT (1150759.720338782 1918393.3519944905),2020,3742 W DIVERSEY AVE
P224892,PASSENGER,c4999ff158716e73c73a1683f0212ebbaa015b28f0298c683d415da7551d93adc6077bb977c5b64c87f9a20deeed59866c12f0aa2fdbbb1515c1402b7743516f,938712.0,F,13.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2020-11-07 19:30:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",11/07/2020 08:15:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19,7,11,41.691936609,-87.672047448,POINT (-87.672047447541 41.691936608788),POINT (1164860.749058104 1831026.7783008302),2020,11100 S LONGWOOD DR
O901975,DRIVER,9a09ac1ee2aef94906da539d3b083f8b5ddd38ac8390ec579f21ecc8e2516da108769b55f17b7831e0b89f97d3ff9020b8712893c589a0c39e6a02e3eed6e46e,855257.0,F,66.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,,2020-06-18 20:29:00,30,CLEAR,DUSK,ANGLE,T-INTERSECTION,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/18/2020 08:31:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20,5,6,41.757126368,-87.562844923,POINT (-87.562844923082 41.757126368344),POINT (1194473.7796490048 1855029.1599312786),2020,7600 S KINGSTON AVE
P224930,PASSENGER,4cb1a53dbc5bbe0f45d796d83c3ae5d5a45d2d02cc5c9affdb69d7f0029c73ebaaa05927ca8474722b2d481b0e89bc2bc164214a3358ad81669f29a080e366f7,938836.0,,,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,2020-11-07 23:38:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",11/07/2020 11:39:00 PM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,,3,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,3.0,0.0,23,7,11,41.801502233,-87.58492214,POINT (-87.584922139772 41.801502232507),POINT (1188309.3490996126 1871146.2515277765),2020,5140 S HYDE PARK BLVD
O846093,DRIVER,9b928dbaeb103fc056fc3ab570406d287cbb19a9aeb9e1219f371887245cbf4b1614372702dab440ec621907a773fde88f14ec4271935a6a67abedf58f2a1e48,802927.0,F,50.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-02-19 17:20:00,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",02/19/2020 05:25:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,4,2,41.834323618,-87.645121843,POINT (-87.645121842884 41.834323618147),POINT (1171799.6107791443 1882969.036363906),2020,3300 S EMERALD AVE
O871385,DRIVER,4e03b842bf4e840551a98d94188128a187ed852e1473bce0d43f7f548b4cdf372df8a8d6e13e0a9ff1f62e28c118e487106b408c71aea59e807e1a62cdeb1b36,826700.0,M,52.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,UNKNOWN,,,,,2020-04-12 12:43:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,N,"$501 - $1,500",04/12/2020 12:54:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,1,4,41.765725138,-87.619934479,POINT (-87.619934479167 41.765725138106),POINT (1178871.107607056 1858028.1417415012),2020,202 E 71ST ST
O1000269,DRIVER,0a96cd17174d191143c7df639d1f3dbc50246e917f33de2efe042cccbf2fee79e9a1fe3aaf43537c77858258d1ff621347395ac3b10e416b009f685e900d3a06,947915.0,F,27.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2020-11-25 13:00:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",11/26/2020 01:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,4,11,41.996702622,-87.787086737,POINT (-87.787086736527 41.996702622486),POINT (1132734.691844313 1941861.9962276623),2020,6367 N MILWAUKEE AVE
O1010132,DRIVER,102c319b2c4f544af416f9019dfc378279417ccc20463034dba381ece73338341bf548b0cf4de298d5a55c53797fde0cb0267545847c8311b44364cb23376ace,957353.0,M,23.0,"DEPLOYED, FRONT",NONE,NONINCAPACITATING INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-12-17 04:57:00,30,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",12/17/2020 04:57:00 AM,DISREGARDING TRAFFIC SIGNALS,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4,5,12,41.895023146,-87.755749782,POINT (-87.755749782345 41.895023146364),POINT (1141502.6344437236 1904865.6511067513),2020,800 N LARAMIE AVE
